ID,County,Year,Population,Change,Births,Deaths,Net Migration,Natural Increase,Datatype 
1152037,115,2037,2306.530522,-2.307084442,24.97781863,27.8806973,0.59579423,-2.902878672,Projection
1172037,117,2037,43974.01355,629.5645107,541.3702382,265.4482509,353.6425234,275.9219872,Projection
1192037,119,2037,30774.70877,201.7684643,307.500271,321.1934769,215.4616702,-13.69320591,Projection
1212037,121,2037,5033.542755,-20.93995111,47.60399919,51.3897724,-17.15417789,-3.785773214,Projection
1232037,123,2037,555058.0364,13531.14845,7602.630356,3232.872055,9161.390151,4369.758301,Projection
1252037,125,2037,10998.79023,47.68482568,162.2138987,97.77913076,-16.74994222,64.4347679,Projection
0012038,1,2038,751943.1047,11408.08123,9770.740612,4519.662988,6157.003609,5251.077625,Projection
0032038,3,2038,20549.7143,208.7889813,298.0370304,169.2076404,79.95959133,128.82939,Projection
0052038,5,2038,860291.6453,10092.52544,10874.42774,6520.788715,5738.886416,4353.639022,Projection
0072038,7,2038,20878.82477,489.4205841,215.0019505,274.3897673,548.8084008,-59.38781673,Projection
0092038,9,2038,3109.399226,-16.58925792,31.27940604,39.18902668,-8.679637279,-7.90962064,Projection
0112038,11,2038,6370.505069,19.37202584,51.70243406,51.68767349,19.35726527,0.014760566,Projection
0132038,13,2038,408333.1032,3702.90642,4155.682249,3544.136224,3091.360395,611.5460257,Projection
0142038,14,2038,97450.92117,-10.38606568,830.02539,717.0449792,-123.3664764,112.9804108,Projection
0152038,15,2038,24871.27542,199.2853302,204.5889732,296.8937069,291.5900638,-92.30473362,Projection
0172038,17,2038,1769.445302,-10.22814796,28.24726568,18.56870143,-19.90671221,9.678564253,Projection
0192038,19,2038,11134.14224,104.9974915,112.6745612,104.928409,97.25133933,7.746152157,Projection
0212038,21,2038,8650.860593,34.17451858,123.9116917,80.058968,-9.678205088,43.85272367,Projection
0232038,23,2038,3822.494051,5.050023681,33.34395592,47.85640235,19.56247012,-14.51244643,Projection
0252038,25,2038,6793.18455,81.8291329,69.02484537,38.59784739,51.40213492,30.42699798,Projection
0272038,27,2038,5426.111715,41.04959658,43.48097443,86.08461368,83.65323583,-42.60363924,Projection
0292038,29,2038,37101.69138,444.8319189,344.3507736,518.3228123,618.8039575,-173.9720386,Projection
0312038,31,2038,916258.5011,4836.196416,10270.13462,6211.29593,777.3577215,4058.838695,Projection
0332038,33,2038,2346.112796,21.08505662,33.11898034,18.46480142,6.430877694,14.65417893,Projection
0352038,35,2038,453725.376,4289.217889,4678.268242,3611.440069,3222.389715,1066.828173,Projection
0372038,37,2038,80493.86919,1281.194104,942.6334517,515.7825025,854.3431544,426.8509492,Projection
0392038,39,2038,53576.30024,1162.157214,543.6466162,371.0883167,989.5989141,172.5582996,Projection
0412038,41,2038,949151.4379,11324.95771,12209.31935,6796.19066,5911.829017,5413.128688,Projection
0432038,43,2038,52161.53295,344.1182327,455.9975226,585.322135,473.4428451,-129.3246124,Projection
0452038,45,2038,89019.09258,1417.418976,1259.330982,664.7852967,822.8732906,594.5456851,Projection
0472038,47,2038,6449.78823,25.56970232,60.11050763,62.50061415,27.95980884,-2.390106518,Projection
0492038,49,2038,22810.04752,403.5894426,210.6810106,223.5325324,416.4409644,-12.85152178,Projection
0512038,51,2038,20858.3765,192.448928,190.5616779,125.6068637,127.4941138,64.95481426,Projection
0532038,53,2038,1289.710538,29.00158706,20.88839932,8.774299548,16.88748729,12.11409977,Projection
0552038,55,2038,6357.030345,-36.07484465,51.47510443,111.1472694,23.59732028,-59.67216493,Projection
0572038,57,2038,1304.846059,-2.548491298,16.30015971,13.84219083,-5.006460175,2.457968878,Projection
0592038,59,2038,674427.9219,2741.777687,6566.02223,6887.658404,3063.413861,-321.6361738,Projection
0612038,61,2038,1241.677311,-6.473504297,13.45624948,15.38993172,-4.539822053,-1.933682245,Projection
0632038,63,2038,8695.77543,69.84458226,152.1603344,73.1512245,-9.164527636,79.0091099,Projection
0652038,65,2038,9227.688654,79.50142438,117.9286404,53.88716738,15.45995132,64.04147306,Projection
0672038,67,2038,82239.93194,1065.757087,884.888958,768.0917803,948.9599097,116.7971777,Projection
0692038,69,2038,473056.15,5708.681936,4896.78482,3955.04782,4766.944937,941.7369995,Projection
0712038,71,2038,13672.02746,-39.30749836,113.9345165,195.3742188,42.1322039,-81.43970226,Projection
0732038,73,2038,7408.823554,92.25809191,80.7128858,51.24013021,62.78533632,29.47275559,Projection
0752038,75,2038,27168.47729,206.8799523,260.8180707,262.338825,208.4007066,-1.52075427,Projection
0772038,77,2038,206479.3228,3099.160757,2317.426244,2125.873434,2907.607947,191.5528102,Projection
0792038,79,2038,885.692745,8.502267803,10.00398571,11.25231186,9.750593958,-1.248326154,Projection
0812038,81,2038,13576.64942,19.97861713,210.5376534,101.3846333,-89.17440295,109.1530201,Projection
0832038,83,2038,39892.11277,602.469828,553.3083711,383.4061212,432.5675781,169.9022499,Projection
0852038,85,2038,62206.66085,1077.239678,709.7645908,734.1387952,1101.613882,-24.37420438,Projection
0872038,87,2038,36366.74116,513.7913443,595.1911211,311.6796707,230.2798939,283.5114505,Projection
0892038,89,2038,16603.11942,-116.0314182,146.2075572,182.8412765,-79.39769881,-36.63371939,Projection
0912038,91,2038,5273.724529,7.694640353,49.67779695,53.15904825,11.17589165,-3.481251299,Projection
0932038,93,2038,23841.08405,136.0667302,209.0446286,246.1647149,173.1868165,-37.12008625,Projection
0952038,95,2038,4333.274824,0.567777762,60.07270217,43.20502043,-16.29990398,16.86768174,Projection
0972038,97,2038,21561.92077,142.3194712,211.673727,201.035594,131.6813382,10.63813305,Projection
0992038,99,2038,11689.8181,-23.22430253,142.5079432,111.0824042,-54.64984159,31.42553906,Projection
1012038,101,2038,206072.1303,1742.044994,2172.530498,2159.808583,1729.323079,12.72191544,Projection
1032038,103,2038,7019.163641,32.85920568,88.80126267,53.31125355,-2.630803446,35.49000912,Projection
1052038,105,2038,11484.97928,6.508994419,129.4425281,121.3151985,-1.618335098,8.127329516,Projection
1072038,107,2038,38619.75877,663.7238919,423.857396,238.1520943,478.0185902,185.7053017,Projection
1092038,109,2038,6656.527283,-2.047363408,82.10684862,73.89127442,-10.2629376,8.215574197,Projection
1112038,111,2038,757.8229323,1.856422023,7.166561863,7.093466425,1.783326585,0.073095438,Projection
1132038,113,2038,14023.98015,286.2907497,146.9186056,76.1902589,215.562403,70.72834666,Projection
1152038,115,2038,2305.228857,-1.301665603,24.93968541,27.78643467,1.545083654,-2.846749257,Projection
1172038,117,2038,44603.39929,629.3857451,546.2787759,268.8422774,351.9492466,277.4364986,Projection
1192038,119,2038,30970.40094,195.692166,309.3454297,324.4255084,210.7722447,-15.08007868,Projection
1212038,121,2038,5012.336877,-21.20587796,47.40614141,51.2813198,-17.33069957,-3.875178391,Projection
1232038,123,2038,568641.8635,13583.82705,7740.60143,3318.212816,9161.438438,4422.388614,Projection
1252038,125,2038,11032.29331,33.50307807,162.4626476,97.8558689,-31.10370062,64.6067787,Projection
0012039,1,2039,763278.1425,11335.03778,9818.425468,4629.068034,6145.680343,5189.357434,Projection
0032039,3,2039,20757.18611,207.4718078,299.2439498,171.9448418,80.17269984,127.299108,Projection
0052039,5,2039,868745.4618,8453.816572,10894.22412,6641.454074,4201.046525,4252.770048,Projection
0072039,7,2039,21371.80815,492.9833843,220.2458556,280.8575996,553.5951283,-60.61174395,Projection
0092039,9,2039,3093.525356,-15.87386999,31.0523142,38.80621869,-8.119965494,-7.753904497,Projection
0112039,11,2039,6389.522681,19.01761127,51.81810182,51.62620241,18.82571186,0.191899406,Projection
0132039,13,2039,411969.1677,3636.064575,4156.771984,3615.775541,3095.068132,540.9964428,Projection
0142039,14,2039,97401.51198,-49.4091906,807.2383081,725.62482,-131.0226786,81.61348803,Projection
0152039,15,2039,25067.49436,196.2189389,205.8066956,299.3062011,289.7184444,-93.49950556,Projection
0172039,17,2039,1759.19243,-10.25287237,28.1766861,18.63817232,-19.79138615,9.538513779,Projection
0192039,19,2039,11239.58767,105.4454394,113.908086,105.3706078,96.90796122,8.537478199,Projection
0212039,21,2039,8684.300524,33.43993142,123.7463234,80.15349085,-10.15290113,43.59283255,Projection
0232039,23,2039,3828.201174,5.707122681,33.46784067,47.30815201,19.54743403,-13.84031135,Projection
0252039,25,2039,6875.09307,81.90851982,69.99061639,38.72759584,50.64549927,31.26302055,Projection
0272039,27,2039,5466.692423,40.58070847,43.58237411,86.14680114,83.1451355,-42.56442703,Projection
0292039,29,2039,37536.5105,434.8191168,348.0517144,524.9063019,611.6737044,-176.8545875,Projection
0312039,31,2039,920808.1103,4549.609205,10181.34922,6339.985258,708.2452413,3841.363964,Projection
0332039,33,2039,2367.300186,21.18739004,33.13030223,18.20634808,6.263435889,14.92395415,Projection
0352039,35,2039,457708.2137,3982.837671,4604.16887,3706.028693,3084.697494,898.1401769,Projection
0372039,37,2039,81756.47498,1262.605794,950.5681828,529.1158696,841.1534806,421.4523132,Projection
0392039,39,2039,54718.15795,1141.857716,550.1458957,379.624355,971.3361751,170.5215407,Projection
0412039,41,2039,960355.3248,11203.88689,12265.3659,6920.725403,5859.24639,5344.640497,Projection
0432039,43,2039,52505.08064,343.5476893,459.0877981,587.0806123,471.5405035,-127.9928143,Projection
0452039,45,2039,90430.02722,1410.934633,1271.661765,682.5003599,821.773228,589.1614047,Projection
0472039,47,2039,6465.600631,15.81240157,60.22187543,63.21029737,18.80082351,-2.98842194,Projection
0492039,49,2039,23209.8404,399.7928826,214.277158,229.2096797,414.7254042,-14.93252164,Projection
0512039,51,2039,21049.32295,190.9464472,192.6609371,126.8951688,125.1806789,65.76576829,Projection
0532039,53,2039,1318.82731,29.11677192,21.27404096,8.690659692,16.53339065,12.58338127,Projection
0552039,55,2039,6320.931982,-36.09836265,51.28903308,110.5951423,23.20774655,-59.3061092,Projection
0572039,57,2039,1302.291826,-2.554233408,16.08613053,13.69002884,-4.950335099,2.396101691,Projection
0592039,59,2039,677034.4976,2606.575668,6572.343477,7010.456731,3044.688922,-438.1132536,Projection
0612039,61,2039,1235.550182,-6.127128825,13.54110945,15.28462031,-4.383617971,-1.743510854,Projection
0632039,63,2039,8765.558017,69.78258665,153.064644,73.19810809,-10.08394926,79.86653591,Projection
0652039,65,2039,9297.395375,69.70672054,116.9584393,54.27301545,7.02129667,62.68542387,Projection
0672039,67,2039,83304.84854,1064.916604,891.569475,786.626289,959.9734184,104.943186,Projection
0692039,69,2039,478736.6143,5680.464361,4948.203751,4029.604405,4761.865015,918.5993457,Projection
0712039,71,2039,13632.17081,-39.85664975,113.7383286,195.8228583,42.22787998,-82.08452973,Projection
0732039,73,2039,7508.618262,99.79470836,81.80090652,51.36949125,69.3632931,30.43141526,Projection
0752039,75,2039,27373.01881,204.5415149,262.9473347,266.0283338,207.6225139,-3.080999023,Projection
0772039,77,2039,209552.3363,3073.013456,2334.82789,2168.762844,2906.94841,166.0650459,Projection
0792039,79,2039,892.3752449,6.682499934,10.15396689,11.20261681,7.731149856,-1.048649922,Projection
0812039,81,2039,13596.36376,19.71434342,211.8862601,101.7258987,-90.44601798,110.1603614,Projection
0832039,83,2039,40493.88401,601.771246,561.4240932,388.1610662,428.5082191,173.263027,Projection
0852039,85,2039,63273.75075,1067.089895,717.3293924,747.3479961,1097.108498,-30.0186037,Projection
0872039,87,2039,36881.78737,515.0462133,602.2533097,316.1227421,228.9156457,286.1305676,Projection
0892039,89,2039,16488.87846,-114.2409617,144.6761598,182.6433349,-76.27378658,-37.96717512,Projection
0912039,91,2039,5282.191101,8.466571595,50.0089248,52.56782391,11.0254707,-2.558899104,Projection
0932039,93,2039,23934.96346,93.87941256,207.0619826,249.9615633,136.7789932,-42.89958067,Projection
0952039,95,2039,4324.113208,-9.161616102,60.66214807,42.95796054,-26.86580363,17.70418753,Projection
0972039,97,2039,21711.05521,149.1344406,211.0441221,202.644384,140.7347025,8.399738081,Projection
0992039,99,2039,11667.0229,-22.79520194,142.5595456,111.6481798,-53.70656773,30.91136579,Projection
1012039,101,2039,207779.419,1707.288759,2176.386437,2194.800985,1725.703307,-18.41454798,Projection
1032039,103,2039,7051.335753,32.1721125,88.87234865,53.44596541,-3.254270736,35.42638324,Projection
1052039,105,2039,11492.11718,7.137898897,129.7326795,121.32729,-1.267490591,8.405389489,Projection
1072039,107,2039,39267.5464,647.7876254,429.5783504,241.350315,459.55959,188.2280354,Projection
1092039,109,2039,6654.627982,-1.899300888,82.14164468,73.8348497,-10.20609587,8.306794984,Projection
1112039,111,2039,759.771311,1.948378713,7.240867555,7.000149326,1.707660483,0.240718229,Projection
1132039,113,2039,14308.01168,284.031536,149.5231407,77.4156946,211.9240899,72.10744607,Projection
1152039,115,2039,2296.357692,-8.871164243,25.15116454,27.68883135,-6.33349744,-2.537666804,Projection
1172039,117,2039,45232.05713,628.6578438,551.1234318,271.9875174,349.5219294,279.1359144,Projection
1192039,119,2039,31161.22321,190.8222705,311.8720201,327.0410773,205.9913278,-15.16905723,Projection
1212039,121,2039,4991.15812,-21.17875715,47.33876684,51.10118533,-17.41633867,-3.762418484,Projection
1232039,123,2039,582176.3212,13534.45773,7877.85212,3403.209391,9059.815,4474.642729,Projection
1252039,125,2039,11076.69032,44.39701293,162.2311489,97.94854682,-19.88558911,64.28260204,Projection
0012040,1,2040,774542.4754,11264.33298,9871.135387,4739.053973,6132.25157,5132.081414,Projection
0032040,3,2040,20963.27545,206.0893421,300.0167317,174.3278419,80.4004523,125.6888898,Projection
0052040,5,2040,877067.6612,8322.199344,10860.75041,6755.714295,4217.16323,4105.036114,Projection
0072040,7,2040,21859.00621,487.1980564,225.3478262,286.8250623,548.6752925,-61.47723603,Projection
0092040,9,2040,3078.294974,-15.23038205,30.78473734,38.48530492,-7.529814474,-7.700567578,Projection
0112040,11,2040,6408.353687,18.83100632,51.95263562,51.51035488,18.38872557,0.442280748,Projection
0132040,13,2040,415539.6967,3570.528935,4154.676343,3684.646666,3100.499257,470.0296774,Projection
0142040,14,2040,97318.21698,-83.29500033,789.3387036,734.0260118,-138.6076921,55.31269172,Projection
0152040,15,2040,25260.84838,193.3540269,207.0187182,301.379835,287.7151437,-94.3611168,Projection
0172040,17,2040,1748.8471,-10.3453302,28.05981416,18.68940563,-19.71573873,9.370408531,Projection
0192040,19,2040,11345.66506,106.0773821,115.1655265,105.6607029,96.57255838,9.504823675,Projection
0212040,21,2040,8716.880842,32.58031744,123.5252565,80.14830831,-10.79663079,43.37694823,Projection
0232040,23,2040,3834.66659,6.465416315,33.60245357,46.78174913,19.64471188,-13.17929557,Projection
0252040,25,2040,6957.225819,82.1327485,70.79426025,38.86019035,50.1986786,31.9340699,Projection
0272040,27,2040,5506.840798,40.14837525,43.721461,85.93770185,82.3646161,-42.21624085,Projection
0292040,29,2040,37973.81139,437.3008909,351.6325034,530.8835094,616.551897,-179.2510061,Projection
0312040,31,2040,925097.7973,4289.68709,10092.35397,6467.449497,664.7826129,3624.904478,Projection
0332040,33,2040,2388.514916,21.21473061,33.14723188,17.97755919,6.045057927,15.16967269,Projection
0352040,35,2040,461381.2953,3673.081574,4532.843705,3798.575958,2938.813827,734.2677465,Projection
0372040,37,2040,83001.40253,1244.92755,957.1938317,542.0941768,829.8278948,415.0996549,Projection
0392040,39,2040,55840.39587,1122.237913,557.2244338,387.779429,952.7929081,169.4450048,Projection
0412040,41,2040,971443.9138,11088.589,12320.38456,7041.162768,5809.367206,5279.221796,Projection
0432040,43,2040,52848.05174,342.9710949,462.3337818,587.7578239,468.395137,-125.4240421,Projection
0452040,45,2040,91835.67499,1405.647773,1285.90013,699.7168648,819.4645085,586.1832649,Projection
0472040,47,2040,6481.650049,16.04941833,60.21486159,63.83754726,19.67210401,-3.622685674,Projection
0492040,49,2040,23606.06051,396.220108,217.6498939,234.4992432,413.0694573,-16.84934929,Projection
0512040,51,2040,21238.19508,188.8721299,194.5069337,128.0533414,122.4185376,66.45359223,Projection
0532040,53,2040,1348.111389,29.28407907,21.67265887,8.584067748,16.19548794,13.08859113,Projection
0552040,55,2040,6285.082324,-35.84965797,51.11254004,109.8940914,22.9318934,-58.78155137,Projection
0572040,57,2040,1299.727697,-2.564128685,15.88363968,13.53253066,-4.915237707,2.351109022,Projection
0592040,59,2040,679518.0786,2483.581078,6584.63672,7126.376919,3025.321278,-541.7401993,Projection
0612040,61,2040,1229.829375,-5.720806932,13.62843671,15.1217758,-4.227467848,-1.493339085,Projection
0632040,63,2040,8835.484262,69.92624542,154.1809468,73.27647665,-10.97822478,80.9044702,Projection
0652040,65,2040,9360.831526,63.43615093,116.0657254,54.54275818,1.913183711,61.52296722,Projection
0672040,67,2040,84342.42974,1037.581203,897.8001559,804.7592805,944.5403274,93.04087541,Projection
0692040,69,2040,484597.4273,5860.812969,5002.781942,4101.144445,4959.175472,901.6374973,Projection
0712040,71,2040,13592.19512,-39.97568683,113.6268932,195.8970163,42.29443629,-82.27012312,Projection
0732040,73,2040,7598.497767,89.87950517,82.81228709,51.55772019,58.62493827,31.2545669,Projection
0752040,75,2040,27575.73136,202.7125496,264.9809552,269.5456908,207.2772852,-4.564735668,Projection
0772040,77,2040,212597.9651,3045.628826,2350.262591,2210.223964,2905.590198,140.0386273,Projection
0792040,79,2040,897.236016,4.8607711,10.29935852,11.14239395,5.703806524,-0.843035424,Projection
0812040,81,2040,13616.54088,20.1771235,213.3608832,102.0344064,-91.14935334,111.3264768,Projection
0832040,83,2040,41095.41847,601.534455,569.7039702,392.3722713,424.2027561,177.331699,Projection
0852040,85,2040,64331.16155,1057.4108,724.9374389,760.0308254,1092.504187,-35.0933865,Projection
0872040,87,2040,37398.76589,516.978521,609.5094285,320.4489501,227.9180426,289.0604784,Projection
0892040,89,2040,16376.32071,-112.5577467,143.0533208,182.3054417,-73.30562581,-39.25212091,Projection
0912040,91,2040,5302.606377,20.41527591,50.37674758,51.90591461,21.94444294,-1.529167029,Projection
0932040,93,2040,23986.96332,51.99985675,204.5998677,253.3822364,100.7822254,-48.78236862,Projection
0952040,95,2040,4323.889262,-0.223946246,61.38256618,42.82889024,-18.77762219,18.55367594,Projection
0972040,97,2040,21853.66003,142.6048125,210.3123989,204.006614,136.2990276,6.305784906,Projection
0992040,99,2040,11644.86939,-22.15351188,142.6139611,112.1042981,-52.66317484,30.50966296,Projection
1012040,101,2040,209454.2006,1674.781584,2180.289036,2228.251399,1722.743948,-47.96236374,Projection
1032040,103,2040,7082.998914,31.66316123,89.03370275,53.62531135,-3.745230168,35.4083914,Projection
1052040,105,2040,11500.05344,7.936258852,130.0296952,121.4310853,-0.662351034,8.598609886,Projection
1072040,107,2040,39899.75848,632.2120809,435.5548654,244.1640165,440.8212321,191.3908488,Projection
1092040,109,2040,6653.010472,-1.617510023,82.22982244,73.66293728,-10.18439518,8.566885159,Projection
1112040,111,2040,761.8192268,2.047915793,7.276853704,6.905140423,1.676202512,0.371713281,Projection
1132040,113,2040,14589.82795,281.8162671,152.0999902,78.58687604,208.3031529,73.51311419,Projection
1152040,115,2040,2297.696509,1.338817018,25.34605267,27.5842293,3.576993645,-2.238176627,Projection
1172040,117,2040,45858.75211,626.6949717,555.87503,274.7496784,345.56962,281.1253517,Projection
1192040,119,2040,31348.8781,187.6548869,318.7026881,329.3055081,198.2577069,-10.60282006,Projection
1212040,121,2040,4970.345872,-20.81224772,47.41495509,50.95464819,-17.27255462,-3.539693099,Projection
1232040,123,2040,595660.8722,13484.55098,8017.521607,3487.883471,8954.912843,4529.638135,Projection
1252040,125,2040,11108.88301,32.19268716,162.0184624,97.95813621,-31.867639,64.06032616,Projection
0012041,1,2041,785739.9221,11197.44664,9950.728551,4848.046092,6094.764178,5102.682459,Projection
0032041,3,2041,21167.82544,204.5499937,299.6505189,176.4632671,81.36274185,123.1872518,Projection
0052041,5,2041,883711.6443,6643.983091,10689.39768,6860.372458,2814.957865,3829.025227,Projection
0072041,7,2041,22342.75612,483.7499082,229.8016436,292.4077374,546.356002,-62.60609376,Projection
0092041,9,2041,3063.57789,-14.71708395,30.43509283,38.11034497,-7.041831805,-7.675252142,Projection
0112041,11,2041,6427.089311,18.73562383,52.06841735,51.27729641,17.94450289,0.791120943,Projection
0132041,13,2041,419043.2461,3503.549468,4140.623136,3749.246047,3112.172379,391.3770897,Projection
0142041,14,2041,97206.18293,-112.0340524,775.0042811,742.4559722,-144.5823613,32.54830892,Projection
0152041,15,2041,25451.80683,190.9584464,207.9740462,303.086842,286.0712422,-95.1127958,Projection
0172041,17,2041,1738.372819,-10.47428096,27.88612719,18.70971577,-19.65069238,9.176411424,Projection
0192041,19,2041,11452.49592,106.8308635,116.3203995,105.837862,96.34832606,10.48253743,Projection
0212041,21,2041,8748.498768,31.61792593,122.9213944,80.08771985,-11.21574863,42.83367456,Projection
0232041,23,2041,3841.879607,7.213016815,33.62581605,46.26079856,19.84799933,-12.63498251,Projection
0252041,25,2041,7034.478644,77.25282507,71.52479392,38.97093159,44.69896273,32.55386234,Projection
0272041,27,2041,5546.742562,39.90176325,43.8612213,85.46413344,81.50467539,-41.60291214,Projection
0292041,29,2041,38406.45002,432.6386271,354.4412685,536.4598675,614.6572261,-182.018599,Projection
0312041,31,2041,929107.7057,4009.908402,9979.344078,6592.052468,622.6167919,3387.29161,Projection
0332041,33,2041,2409.669507,21.15459034,33.13838562,17.73614219,5.752346907,15.40224343,Projection
0352041,35,2041,464746.3673,3365.072042,4457.905625,3888.592651,2795.759069,569.3129734,Projection
0372041,37,2041,84226.41755,1225.015018,959.8305725,554.5811343,819.7655801,405.2494382,Projection
0392041,39,2041,56944.23037,1103.834504,564.0286977,395.6264411,935.4322476,168.4022566,Projection
0412041,41,2041,982319.1067,10875.19284,12361.97441,7155.284231,5668.502662,5206.690178,Projection
0432041,43,2041,53191.61902,343.5672891,465.1248185,587.6415743,466.084045,-122.5167558,Projection
0452041,45,2041,93235.96812,1400.29313,1299.846574,716.3454632,816.7920195,583.5011106,Projection
0472041,47,2041,6497.703022,16.05297273,59.94071581,64.36399825,20.47625518,-4.423282443,Projection
0492041,49,2041,23999.07641,393.0159004,220.183437,239.4488795,412.2813428,-19.26544247,Projection
0512041,51,2041,21424.84736,186.6522798,195.1072773,129.1055923,120.6505947,66.00168503,Projection
0532041,53,2041,1377.549662,29.43827254,21.91529519,8.48712854,16.01010589,13.42816665,Projection
0552041,55,2041,6249.599341,-35.4829835,50.79580396,108.9680803,22.68929285,-58.17227635,Projection
0572041,57,2041,1297.184574,-2.543122656,15.66426489,13.36346687,-4.843920675,2.300798019,Projection
0592041,59,2041,681890.8896,2372.810999,6582.390466,7233.46632,3023.886853,-651.0758544,Projection
0612041,61,2041,1224.60424,-5.225135195,13.68540456,14.93293037,-3.977609385,-1.24752581,Projection
0632041,63,2041,8905.817367,70.33310503,155.3977582,73.33194245,-11.73271075,82.06581578,Projection
0652041,65,2041,9421.653318,60.82179246,115.1819324,54.76352155,0.403381584,60.41841088,Projection
0672041,67,2041,85368.16414,1025.734397,901.7088604,822.0354875,946.061024,79.67337286,Projection
0692041,69,2041,490645.5138,6048.086538,5048.256575,4168.892037,5168.722,879.3645383,Projection
0712041,71,2041,13552.56963,-39.62548804,113.2998259,195.7746031,42.84928917,-82.47477722,Projection
0732041,73,2041,7688.411019,89.91325228,83.64412417,51.81153919,58.08066729,31.83258498,Projection
0752041,75,2041,27776.66222,200.9308631,266.5150543,272.7412433,207.1570521,-6.226189034,Projection
0772041,77,2041,215615.5469,3017.581791,2360.853513,2249.372268,2906.100547,111.4812448,Projection
0792041,79,2041,902.3180926,5.082076644,10.41560516,11.04611966,5.712591146,-0.630514503,Projection
0812041,81,2041,13637.37124,20.8303539,214.6157032,102.2133475,-91.57200178,112.4023557,Projection
0832041,83,2041,41697.04189,601.6234237,576.7958423,396.0902701,420.9178514,180.7055722,Projection
0852041,85,2041,65379.00474,1047.843196,731.3183845,772.1464943,1088.671305,-40.82810982,Projection
0872041,87,2041,37917.81964,519.053742,616.2103152,324.402189,227.2456158,291.8081263,Projection
0892041,89,2041,16265.53551,-110.7852016,141.0331394,181.8792302,-69.93911086,-40.84609072,Projection
0912041,91,2041,5324.035838,21.42946143,50.68561844,51.21729523,21.96113822,-0.531676793,Projection
0932041,93,2041,23997.37454,10.41121619,202.2119733,256.121231,64.32047395,-53.90925776,Projection
0952041,95,2041,4324.634052,0.744790186,62.06473715,42.75865165,-18.56129532,19.30608551,Projection
0972041,97,2041,21994.36184,140.7018148,208.9111542,204.9574566,136.7481173,3.953697534,Projection
0992041,99,2041,11623.53192,-21.33746639,142.3836396,112.3678634,-51.35324259,30.0157762,Projection
1012041,101,2041,211047.6307,1593.430044,2178.271377,2259.223162,1674.381829,-80.95178515,Projection
1032041,103,2041,7114.152508,31.15359376,89.14395993,53.75950213,-4.230864032,35.3844578,Projection
1052041,105,2041,11508.68232,8.628885321,129.9522672,121.2952253,-0.028156514,8.657041835,Projection
1072041,107,2041,40527.49477,627.7362852,441.0573446,246.6774521,433.3563926,194.3798925,Projection
1092041,109,2041,6651.819013,-1.191459313,82.15980064,73.39936976,-9.951890193,8.76043088,Projection
1112041,111,2041,761.9560676,0.136840718,7.298546,6.802922618,-0.358782663,0.495623381,Projection
1132041,113,2041,14869.51263,279.6846814,154.3479592,79.7086045,205.0453268,74.63935467,Projection
1152041,115,2041,2299.513865,1.817355427,25.46757754,27.41195589,3.761733779,-1.944378352,Projection
1172041,117,2041,46477.40558,618.6534774,559.299734,277.1445489,336.4982923,282.155185,Projection
1192041,119,2041,31535.37493,186.4968295,318.5182397,331.0295043,199.0080941,-12.51126461,Projection
1212041,121,2041,4950.122198,-20.22367406,47.51990546,50.90898442,-16.8345951,-3.38907896,Projection
1232041,123,2041,609198.4466,13537.57442,8138.953302,3571.326086,8969.947199,4567.627216,Projection
1252041,125,2041,11140.63725,31.75424836,161.5849585,97.99492827,-31.83578182,63.59003018,Projection
0012042,1,2042,797397.7556,11657.83352,10037.59333,4957.002259,6577.24245,5080.591066,Projection
0032042,3,2042,21370.35618,202.5307308,299.3868378,178.4802183,81.62411138,120.9066194,Projection
0052042,5,2042,886549.455,2837.810715,10514.43762,6953.919201,-722.7077046,3560.51842,Projection
0072042,7,2042,22822.87529,480.1191727,234.1591153,297.5342141,543.4942715,-63.37509881,Projection
0092042,9,2042,3049.332433,-14.24545735,30.12531628,37.73847018,-6.632303451,-7.613153898,Projection
0112042,11,2042,6445.859744,18.77043322,52.33816989,51.09651626,17.5287796,1.241653622,Projection
0132042,13,2042,422470.8751,3427.628935,4125.488132,3810.32325,3112.464053,315.1648817,Projection
0142042,14,2042,97069.02885,-137.1540818,765.6771025,750.5721874,-152.2589969,15.10491515,Projection
0152042,15,2042,25640.44973,188.6429014,209.0743365,304.2891954,283.8577603,-95.21485892,Projection
0172042,17,2042,1727.732054,-10.64076487,27.69830469,18.68742065,-19.65164891,9.010884044,Projection
0192042,19,2042,11559.95853,107.4626145,117.5706279,105.8690506,95.76103724,11.70157728,Projection
0212042,21,2042,8778.741298,30.24253048,122.4086386,79.91678014,-12.24932798,42.49185846,Projection
0232042,23,2042,3849.698625,7.819018264,33.67225058,45.69488553,19.84165322,-12.02263496,Projection
0252042,25,2042,7111.9032,77.42455623,72.47042816,39.11065524,44.06478332,33.35977291,Projection
0272042,27,2042,5586.558748,39.81618645,44.10023166,84.77041263,80.48636742,-40.67018097,Projection
0292042,29,2042,38834.17202,427.7220059,357.4019054,541.5966146,611.9167151,-184.1947092,Projection
0312042,31,2042,932825.2723,3717.566598,9874.046082,6715.950531,559.4710472,3158.095551,Projection
0332042,33,2042,2430.712058,21.04255077,33.17927688,17.47076411,5.334037998,15.70851277,Projection
0352042,35,2042,467801.7974,3055.430068,4391.020308,3977.751284,2642.161043,413.2690242,Projection
